Ort,price,Provinz,Wert,Periode,Erhaltung,Katalog,url,title,date
Wurzach,40.0,Württemberg,1 Bio,Hochinflation 1923,III,1923_5740_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/98985/wurzach-gemeinde-1-bio-10.10.23?c=367,"Wurzach, Gemeinde, 1 Bio, 10.10.23",10.10.23
Wurzach,45.0,Württemberg,2 Bio,Hochinflation 1923,III+,1923_5740_2Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/98986/wurzach-gemeinde-2-bio-10.10.23?c=367,"Wurzach, Gemeinde, 2 Bio, 10.10.23",10.10.23
Ebingen,180.0,Württemberg,50 Mio,Hochinflation 1923,IV,1923_A000_50Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104127/ebingen-rehfuss-stocker-50-mio-12.10.23-ecke-fehlt-nik?c=367,"Ebingen, Rehfuss & Stocker, 50 Mio, 12.10.23, Ecke fehlt, niK",12.10.23
Blaubeuren,15.0,Württemberg,"0,21 GMk",Wertbeständiges Notgeld,I,GOLD_0465.01,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/61223/blaubeuren-portlandcementfabrik-0-21-gmk-16.11.23?c=367,"Blaubeuren, Portlandcementfabrik, 0,21 GMk, 16.11.23",16.11.23
Blaubeuren,15.0,Württemberg,"0,42 GMk",Wertbeständiges Notgeld,I,GOLD_0465.02,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/61224/blaubeuren-portlandcementfabrik-0-42-gmk-16.11.23?c=367,"Blaubeuren, Portlandcementfabrik, 0,42 GMk, 16.11.23",16.11.23
Blaubeuren,15.0,Württemberg,"1,05 GMk",Wertbeständiges Notgeld,I,GOLD_0465.03,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/61225/blaubeuren-portlandcementfabrik-1-05-gmk-16.11.23?c=367,"Blaubeuren, Portlandcementfabrik, 1,05 GMk, 16.11.23",16.11.23
Blaubeuren,15.0,Württemberg,"4,20 GMk",Wertbeständiges Notgeld,I,GOLD_0465.05,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/61227/blaubeuren-portlandcementfabrik-4-20-gmk-16.11.23?c=367,"Blaubeuren, Portlandcementfabrik, 4,20 GMk, 16.11.23",16.11.23
Ittenbeuren,30.0,Württemberg,"1,47 GMk",Wertbeständiges Notgeld,I,GOLD_2675.01,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/98987/ittenbeuren-gebrueder-spohn-1-47-gmk-20.11.23-ohne-st.?c=367,"Ittenbeuren, Gebrüder Spohn, 1,47 GMk, 20.11.23; ohne St.",20.11.23
Neckarsulm,20.0,Württemberg,"0,21 GMk",Wertbeständiges Notgeld,I,GOLD_2675.01a,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/98988/neckarsulm-gebrueder-spohn-0-21-gmk-1.11.23?c=367,"Neckarsulm, Gebrüder Spohn, 0,21 GMk, 1.11.23",NoDate
Ittenbeuren,30.0,Württemberg,"2,94 GMk",Wertbeständiges Notgeld,I,GOLD_2675.02,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/98989/ittenbeuren-gebrueder-spohn-2-94-gmk-20.11.23?c=367,"Ittenbeuren, Gebrüder Spohn, 2,94 GMk, 20.11.23",20.11.23
Neckarsulm,15.0,Württemberg,"2,10 GMk",Wertbeständiges Notgeld,II,GOLD_2675.04a,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/98990/neckarsulm-gebrueder-spohn-2-10-gmk-1.11.23?c=367,"Neckarsulm, Gebrüder Spohn, 2,10 GMk, 1.11.23",NoDate
Künzelsau,5.0,Württemberg,1 Gmk,Wertbeständiges Notgeld,III,GOLD_2905.01,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/61359/kuenzelsau-glenk-co.-1-gmk-20.10.23?c=367,"Künzelsau, Glenk & Co., 1 GMk, 20.10.23",20.10.23
Neckarsulm,32.0,Württemberg,"0,238 $",Wertbeständiges Notgeld,I,GOLD_3425.10a,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/104129/neckarsulm-gebrueder-spohn-0-238-28.11.23-1-dollarmark?c=367,"Neckarsulm, Gebrüder Spohn, 0,238 $, 28.11.23, 1 Dollarmark",28.11.23
Schwäbisch Gmünd,35.0,Württemberg,40 GPf,Wertbeständiges Notgeld,II+,GOLD_4405.04b,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/91156/schwaebisch-gmuend-hk-u.-arbeitgeberverband-40-gpf-30.10.23?c=367,"Schwäbisch Gmünd, HK u. Arbeitgeberverband, 40 GPf, 30.10.23",30.10.23
Schwäbisch Gmünd,8.0,Württemberg,10 GPf,Wertbeständiges Notgeld,I,GOLD_4405.14,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/61459/schwaebisch-gmuend-hk-u.-arbeitgeberverband-10-gpf-30.10.23?c=367,"Schwäbisch Gmünd, HK u. Arbeitgeberverband, 10 GPf, 30.10.23",30.10.23
Schwäbisch Gmünd,8.0,Württemberg,40 GPf,Wertbeständiges Notgeld,I,GOLD_4405.15,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/61460/schwaebisch-gmuend-hk-u.-arbeitgeberverband-40-gpf-30.10.23?c=367,"Schwäbisch Gmünd, HK u. Arbeitgeberverband, 40 GPf, 30.10.23",30.10.23
Schwäbisch Gmünd,15.0,Württemberg,1 Gmk,Wertbeständiges Notgeld,I,GOLD_4405.16,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/61461/schwaebisch-gmuend-hk-u.-arbeitgeberverband-1-gmk-30.10.23?c=367,"Schwäbisch Gmünd, HK u. Arbeitgeberverband, 1 GMk, 30.10.23",30.10.23
Schwäbisch Gmünd,15.0,Württemberg,2 GMk,Wertbeständiges Notgeld,I,GOLD_4405.17,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/61462/schwaebisch-gmuend-hk-u.-arbeitgeberverband-2-gmk-30.10.23?c=367,"Schwäbisch Gmünd, HK u. Arbeitgeberverband, 2 GMk, 30.10.23",30.10.23
Schwäbisch Gmünd,8.0,Württemberg,2 GMk,Wertbeständiges Notgeld,I,GOLD_4405.19,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/61463/schwaebisch-gmuend-hk-u.-arbeitgeberverband-2-gmk-30.10.23-rahmen-89x55-mm?c=367,"Schwäbisch Gmünd, HK u. Arbeitgeberverband, 2 GMk, 30.10.23, Rahmen 89x55 mm",30.10.23
Stuttgart,80.0,Württemberg,1 Gmk,Wertbeständiges Notgeld,I,GOLD_4865.4,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/82317/stuttgart-waldorf-astoria-cigarettenfabrik-1-gmk-okt.-23-bis-1.4.24-ga-rs.-ungueltig?c=367,"Stuttgart, Waldorf-Astoria Cigarettenfabrik, 1 GMk, Okt. 23 bis 1.4.24; ""GA"", Rs. ungültig",NoDate
Ulm,10.0,Württemberg,5 Pf,Wertbeständiges Notgeld,I,GOLD_4970.01a,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/82318/ulm-stadt-5-pf-od-gutschein-fuer-gas-u.-strom?c=367,"Ulm, Stadt, 5 Pf, oD, Gutschein für Gas u. Strom",NoDate
Ulm,15.0,Württemberg,100 Pf,Wertbeständiges Notgeld,I-,GOLD_4970.03a,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/104130/ulm-stadt-100-pf-od-gutschein-fuer-gas-u.-strom?c=367,"Ulm, Stadt, 100 Pf, oD, Gutschein für Gas u. Strom",NoDate
Ulm,12.0,Württemberg,300 Pf,Wertbeständiges Notgeld,I,GOLD_4970.04a,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/82319/ulm-stadt-300-pf-od-gutschein-fuer-gas-u.-strom-braun?c=367,"Ulm, Stadt, 300 Pf, oD, Gutschein für Gas u. Strom, braun",NoDate
Ulm,90.0,Württemberg,300 Pf,Wertbeständiges Notgeld,I-,GOLD_4970.04a,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/98993/ulm-stadt-300-pf-od-gutschein-fuer-gas-u.-strom-braun?c=367,"Ulm, Stadt, 300 Pf, oD, Gutschein für Gas u. Strom, braun",NoDate
Ulm,15.0,Württemberg,5 Pf,Wertbeständiges Notgeld,I,GOLD_4970.1,https://www.gap-banknoten.de/detail/index/sArticle/129582/sCategory/367,"Ulm, Stadt, 5 Pf, oD, Gutschein für Gas u. Strom",NoDate
Ulm,15.0,Württemberg,20 Pf,Wertbeständiges Notgeld,I-,GOLD_4970.2,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/104132/ulm-stadt-20-pf-od-gutschein-fuer-gas-u.-strom?c=367,"Ulm, Stadt, 20 Pf, oD, Gutschein für Gas u. Strom",NoDate
Ulm,50.0,Württemberg,1000 Pf,Wertbeständiges Notgeld,I,GOLD_4970.5,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/82321/ulm-stadt-1000-pf-od-gutschein-fuer-gas-u.-strom-violett?c=367,"Ulm, Stadt, 1000 Pf, oD, Gutschein für Gas u. Strom, violett",NoDate
Unterkochen,150.0,Württemberg,½ GMk,Wertbeständiges Notgeld,I,GOLD_4975.01,https://www.gap-banknoten.de/detail/index/sArticle/127420/sCategory/367,"Unterkochen, Papierfabrik, ½ GMk, Okt. 23",NoDate
Unterkochen,150.0,Württemberg,1 Gmk,Wertbeständiges Notgeld,I,GOLD_4975.02,https://www.gap-banknoten.de/detail/index/sArticle/127421/sCategory/367,"Unterkochen, Papierfabrik, 1 GMk, Okt. 23",NoDate
Stuttgart,80.0,Württemberg,1 Gmk,Wertbeständiges Notgeld,II,GOLD_A365.1a,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/61484/stuttgart-verein-fuer-jugendwohlfahrt-1-gmk-9.2.24-rahmen-orange-rs.-gib-dem-hoechsten?c=367,"Stuttgart, Verein für Jugendwohlfahrt, 1 GMk, 9.2.24, Rahmen orange, Rs. ""Gib dem Höchsten…""",NoDate
Stuttgart,90.0,Württemberg,1 Gmk,Wertbeständiges Notgeld,I-,GOLD_A365.1b,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/61485/stuttgart-verein-fuer-jugendwohlfahrt-1-gmk-9.2.24-rahmen-blau-rs.-es-geht-ein?c=367,"Stuttgart, Verein für Jugendwohlfahrt, 1 GMk, 9.2.24, Rahmen blau, Rs. ""Es geht ein…""",NoDate
Stuttgart,90.0,Württemberg,1 Gmk,Wertbeständiges Notgeld,I-,GOLD_A365.1c,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/61486/stuttgart-verein-fuer-jugendwohlfahrt-1-gmk-9.2.24-rahmen-violett-rs.-ich-lann-nicht?c=367,"Stuttgart, Verein für Jugendwohlfahrt, 1 GMk, 9.2.24, Rahmen violett, Rs. ""Ich lann nicht…""",NoDate
Stuttgart,50.0,Württemberg,1 Gmk,Wertbeständiges Notgeld,III,GOLD_A365.1d,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/wertbestaendiges-notgeld/61487/stuttgart-verein-fuer-jugendwohlfahrt-1-gmk-9.2.24-rahmen-gruen-rs.-es-ist-eine?c=367,"Stuttgart, Verein für Jugendwohlfahrt, 1 GMk, 9.2.24, Rahmen grün, Rs. ""Es ist eine…""",NoDate
Eglosheim,22.0,Württemberg,10 Pf,Kriegsgefangenenlager,I,KGL_0183.04A,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78903/eglosheim-kriegsgefangenenlager-10-pf-od-ohne-fus?c=367,"Eglosheim, Kriegsgefangenenlager, 10 Pf, oD; ohne FUS",NoDate
Eglosheim,22.0,Württemberg,20 Pf,Kriegsgefangenenlager,I,KGL_0183.05A,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78904/eglosheim-kriegsgefangenenlager-20-pf-od-ohne-fus?c=367,"Eglosheim, Kriegsgefangenenlager, 20 Pf, oD; ohne FUS",NoDate
Eglosheim,22.0,Württemberg,1 Pf,Kriegsgefangenenlager,I,KGL_0183.10A,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/104133/eglosheim-kriegsgefangenenlager-1-pf-od?c=367,"Eglosheim, Kriegsgefangenenlager, 1 Pf, oD",NoDate
Eglosheim,10.0,Württemberg,2 Pf,Kriegsgefangenenlager,I-,KGL_0183.11A,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78906/eglosheim-kriegsgefangenenlager-2-pf-od?c=367,"Eglosheim, Kriegsgefangenenlager, 2 Pf, oD",NoDate
Eglosheim,10.0,Württemberg,10 Pf,Kriegsgefangenenlager,I-,KGL_0183.13A,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78908/eglosheim-kriegsgefangenenlager-10-pf-od-ohne-fus?c=367,"Eglosheim, Kriegsgefangenenlager, 10 Pf, oD; ohne FUS",NoDate
Eglosheim,10.0,Württemberg,20 Pf,Kriegsgefangenenlager,I-,KGL_0183.14A,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78909/eglosheim-kriegsgefangenenlager-20-pf-od-ohne-fus?c=367,"Eglosheim, Kriegsgefangenenlager, 20 Pf, oD, ohne FUS",NoDate
Eglosheim,22.0,Württemberg,2 Mk,Kriegsgefangenenlager,I,KGL_0183.17A,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/83024/eglosheim-kriegsgefangenenlager-2-mk-od-wz-mit-enstrich-ohne-fus?c=367,"Eglosheim, Kriegsgefangenenlager, 2 Mk, oD, WZ mit Enstrich,ohne FUS",NoDate
Eglosheim,15.0,Württemberg,5 Mk,Kriegsgefangenenlager,I-,KGL_0183.21.2A,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78912/eglosheim-kriegsgefangenenlager-5-mk-od-abstand-der-balken-50-mm-ohne-fus?c=367,"Eglosheim, Kriegsgefangenenlager, 5 Mk, oD, Abstand der Balken 50 mm, ohne FUS",NoDate
Ellwangen,20.0,Württemberg,1 Pf,Kriegsgefangenenlager,I-,KGL_0204.01aB,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/100005/ellwangen-offizier-gefangenenlager-1-pf-od-st.-b-kommandantur-ellwangen-15-mm?c=367,"Ellwangen, Offizier-Gefangenenlager, 1 Pf, oD, St. B ""Kommandantur"", ""Ellwangen"" 15 mm",NoDate
Ellwangen,24.0,Württemberg,5 Pf,Kriegsgefangenenlager,I,KGL_0204.03aB,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/61246/ellwangen-offizier-gefangenenlager-5-pf-od-st.-b-kommandantur-ellwangen-15-mm?c=367,"Ellwangen, Offizier-Gefangenenlager, 5 Pf, oD, St. B ""Kommandantur"", ""Ellwangen"" 15 mm",NoDate
Ellwangen,24.0,Württemberg,5 Pf,Kriegsgefangenenlager,I,KGL_0204.03bB,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/61247/ellwangen-offizier-gefangenenlager-5-pf-od-mit-st.-kommandantur-ellwangen-16-5-mm?c=367,"Ellwangen, Offizier-Gefangenenlager, 5 Pf, oD, mit St. ""Kommandantur"", ""Ellwangen"" 16,5 mm",NoDate
Ellwangen,24.0,Württemberg,10 Pf,Kriegsgefangenenlager,I-,KGL_0204.04aB,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78914/ellwangen-offizier-gefangenenlager-10-pf-od-st.-kommandantur-ellwangen-15-mm?c=367,"Ellwangen, Offizier-Gefangenenlager, 10 Pf, oD; St. ""Kommandantur""; ""Ellwangen"" 15 mm",NoDate
Ellwangen,24.0,Württemberg,10 Pf,Kriegsgefangenenlager,I,KGL_0204.04bB,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/61248/ellwangen-offizier-gefangenenlager-10-pf-od-mit-st.-kommandantur-ellwangen-16-5-mm?c=367,"Ellwangen, Offizier-Gefangenenlager, 10 Pf, oD, mit St. ""Kommandantur"", ""Ellwangen"" 16,5 mm",NoDate
Ellwangen,24.0,Württemberg,20 Pf,Kriegsgefangenenlager,I-,KGL_0204.05bB,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/83025/ellwangen-offizier-gefangenenlager-20-pf-od-mit-st.-kommandantur-ellwangen-16-5-mm?c=367,"Ellwangen, Offizier-Gefangenenlager, 20 Pf, oD, mit St. ""Kommandantur"", ""Ellwangen"" 16,5 mm",NoDate
Ellwangen,24.0,Württemberg,50 Pf,Kriegsgefangenenlager,I,KGL_0204.06bB,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/61250/ellwangen-offizier-gefangenenlager-50-pf-od-mit-st.-kommandantur-ellwangen-16-5-mm?c=367,"Ellwangen, Offizier-Gefangenenlager, 50 Pf, oD, mit St. ""Kommandantur"", ""Ellwangen"" 16,5 mm",NoDate
Ellwangen,18.0,Württemberg,5 Mk,Kriegsgefangenenlager,III,KGL_0204.12IC,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/61251/ellwangen-offizier-gefangenenlager-5-mk-1.7.16-no-steil-st.-kassenkommission?c=367,"Ellwangen, Offizier-Gefangenenlager, 5 Mk, 1.7.16, No steil, St. ""Kassenkommission)",NoDate
Ellwangen,120.0,Württemberg,10 Mk,Kriegsgefangenenlager,I,KGL_0204.13M,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/100006/ellwangen-offizier-gefangenenlager-10-mk-1.7.16-kn-00000-muster?c=367,"Ellwangen, Offizier-Gefangenenlager, 10 Mk, 1.7.16, № KN 00000, Muster",NoDate
Ellwangen,35.0,Württemberg,20 Mk,Kriegsgefangenenlager,III,KGL_0204.14B,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78918/ellwangen-offizier-gefangenenlager-20-mk-1.12.17-st.-b-kommandantur?c=367,"Ellwangen, Offizier-Gefangenenlager, 20 Mk, 1.12.17, St. B ""Kommandantur""",NoDate
Ellwangen,120.0,Württemberg,50 Mk,Kriegsgefangenenlager,III,KGL_0204.15,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/88426/ellwangen-offizier-gefangenenlager-50-mk-1.7.16-st.-kassenkommision?c=367,"Ellwangen, Offizier-Gefangenenlager, 50 Mk, 1.7.16, St.: ""Kassenkommision""",NoDate
Ellwangen,25.0,Württemberg,1 Mk,Kriegsgefangenenlager,I-,KGL_0204.20B,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/61253/ellwangen-offizier-gefangenenlager-1-mk-1.12.17-st.-b-kommandantur?c=367,"Ellwangen, Offizier-Gefangenenlager, 1 Mk, 1.12.17, St. B ""Kommandantur""",NoDate
Ellwangen,25.0,Württemberg,2 Mk,Kriegsgefangenenlager,I,KGL_0204.21B,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78919/ellwangen-offizier-gefangenenlager-2-mk-1.12.17-st.-kommanndantur?c=367,"Ellwangen, Offizier-Gefangenenlager, 2 Mk, 1.12.17; St. ""Kommanndantur""",NoDate
Ellwangen,30.0,Württemberg,10 Mk,Kriegsgefangenenlager,III,KGL_0204.30C,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/61254/ellwangen-offizier-gefangenenlager-10-mk-1.6.18-st.-kassenkommission?c=367,"Ellwangen, Offizier-Gefangenenlager, 10 Mk, 1.6.18, St. ""Kassenkommission""",NoDate
Stuttgart,40.0,Württemberg,50 Pf,Kriegsgefangenenlager,III-,KGL_0767.01,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78920/stuttgart-kriegsgefangenenlager-50-pf-1.9.15-strich-fein-9-mm?c=367,"Stuttgart, Kriegsgefangenenlager, 50 Pf, 1.9.15; Strich fein 9 mm",NoDate
Stuttgart,22.0,Württemberg,2 Pf,Kriegsgefangenenlager,I-,KGL_0767.11,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/61491/stuttgart-kriegsgefangenenlager-2-pf-1.9.15-stuttgart-oben-re-19-mm?c=367,"Stuttgart, Kriegsgefangenenlager, 2 Pf, 1.9.15, ""Stuttgart"" oben re 19 mm",NoDate
Stuttgart,20.0,Württemberg,50 Pf,Kriegsgefangenenlager,III-,KGL_0767.14,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/61492/stuttgart-kriegsgefangenenlager-50-pf-1.9.15-stuttgart-oben-re-19-mm?c=367,"Stuttgart, Kriegsgefangenenlager, 50 Pf, 1.9.15, ""Stuttgart"" oben re 19 mm",NoDate
Stuttgart,22.0,Württemberg,50 Pf,Kriegsgefangenenlager,III,KGL_0767.14,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78921/stuttgart-kriegsgefangenenlager-50-pf-1.9.15-stuttgart-19-mm?c=367,"Stuttgart, Kriegsgefangenenlager, 50 Pf, 1.9.15; ""Stuttgart"" 19 mm",NoDate
Stuttgart,20.0,Württemberg,100 Pf,Kriegsgefangenenlager,III,KGL_0767.24,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/61494/stuttgart-kriegsgefangenenlager-100-pf-1.9.15-stuttgart-oben-re-17-5-mm?c=367,"Stuttgart, Kriegsgefangenenlager, 100 Pf, 1.9.15, ""Stuttgart"" oben re 17,5 mm",NoDate
Stuttgart,12.0,Württemberg,5 Mk,Kriegsgefangenenlager,III,KGL_0767.32,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/61496/stuttgart-kriegsgefangenenlager-5-mk-1.12.17?c=367,"Stuttgart, Kriegsgefangenenlager, 5 Mk, 1.12.17",NoDate
Stuttgart,15.0,Württemberg,1 Pf,Kriegsgefangenenlager,I-,KGL_0768.01,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78923/stuttgart-offizier-gefangenenlager-1-pf-od-mit-st?c=367,"Stuttgart, Offizier-Gefangenenlager, 1 Pf, oD, mit St",NoDate
Stuttgart,10.0,Württemberg,2 Pf,Kriegsgefangenenlager,I-,KGL_0768.02,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78924/stuttgart-offizier-gefangenenlager-2-pf-od-ohne-st?c=367,"Stuttgart, Offizier-Gefangenenlager, 2 Pf, oD; ohne St",NoDate
Stuttgart,25.0,Württemberg,10 Mk,Kriegsgefangenenlager,II-,KGL_0768.13,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78925/stuttgart-offizier-gefangenenlager-10-mk-20.12.17?c=367,"Stuttgart, Offizier-Gefangenenlager, 10 Mk, 20.12.17",20.12.17
Stuttgart,25.0,Württemberg,20 Mk,Kriegsgefangenenlager,I-,KGL_0768.14,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/kriegsgefangenenlager/78926/stuttgart-offizier-gefangenenlager-20-mk-20.12.17?c=367,"Stuttgart, Offizier-Gefangenenlager, 20 Mk, 20.12.17",20.12.17
Buchau,50.0,Württemberg,Satz,Serienscheine,I,SS_0197.1,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/serienscheine/61229/buchau-verein-fuer-altertumspflege-satz-23.6.21-25-50-pf-1-2-3-5-mk-wz.-gs-muster-mit-kn?c=367,"Buchau, Verein für Altertumspflege, Satz, 23.6.21, 25, 50 Pf, 1, 2, 3, 5 Mk, Wz. GS-Muster, mit KN",NoDate
Schwäbisch Gmünd,2.5,Württemberg,Satz,Serienscheine,I,SS_1205.1,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/serienscheine/61454/schwaebisch-gmuend-oberamtsstadt-satz-1.9.21-3x50-pf-kn-4-5-mm?c=367,"Schwäbisch Gmünd, Oberamtsstadt, Satz, 1.9.21, 3x50 Pf, KN 4,5 mm",NoDate
Stuttgart,36.0,Württemberg,1 Mk,Serienscheine,I,SS_1288.1a,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/serienscheine/61488/stuttgart-koenigsdragoner-1-mk-od-mit-dfa.?c=367,"Stuttgart, Königsdragoner, 1 Mk, oD, mit Dfa.",NoDate
Stuttgart,7.0,Württemberg,1 Mk,Serienscheine,I,SS_1288.1b,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/serienscheine/61489/stuttgart-koenigsdragoner-1-mk-od-ohne-dfa.?c=367,"Stuttgart, Königsdragoner, 1 Mk, oD, ohne Dfa.",NoDate
Stuttgart,3.0,Württemberg,Satz,Serienscheine,I,SS_1289.1a,https://www.gap-banknoten.de/detail/index/sArticle/130927/sCategory/367,"Stuttgart, Stadt, Satz, 21.4.21, 4 x 50 Pf, ohne Dfa",NoDate
Stuttgart,0.8,Württemberg,50 Pf,Serienscheine,I,SS_1289.1b,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/serienscheine/61478/stuttgart-stadt-50-pf-21.4.21-a-blaugruen-mit-kn?c=367,"Stuttgart, Stadt, 50 Pf, 21.4.21, A (blaugrün), mit KN",NoDate
Stuttgart,30.0,Württemberg,Satz,Serienscheine,I,SS_1289.2,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/serienscheine/61479/stuttgart-stadt-satz-21.3.22-12x50-pf-mit-kn?c=367,"Stuttgart, Stadt, Satz, 21.3.22, 12x50 Pf, mit KN",NoDate
Besigheim,15.0,Württemberg,20 Pf,Verkehrsausgaben,I,VA_0200.a_20Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61207/besigheim-g.-mueller-sche-buchdruckerei-20-pf-od-karton-dick-hellrot?c=367,"Besigheim, G. Müller'sche Buchdruckerei, 20 Pf, oD, Karton dick hellrot",NoDate
Besigheim,8.0,Württemberg,50 Pf,Verkehrsausgaben,I,VA_0200.e_50Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61210/besigheim-g.-mueller-sche-buchdruckerei-50-pf-od-duennes-kartonpap-hellgruen?c=367,"Besigheim, G. Müller'sche Buchdruckerei, 50 Pf, oD, dünnes Kartonpap hellgrün",NoDate
Biberach/Riss,18.0,Württemberg,10 Pf,Verkehrsausgaben,I,VA_0217.a_10Pf,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/verkehrsausgaben/61211/biberach/riss-stadt-10-pf-1.1.18-schwanz-des-wappentiers-nach-oben-kn-3-5-mm?c=367,"Biberach/Riss, Stadt, 10 Pf, 1.1.18, Schwanz des Wappentiers nach oben, KN 3,5 mm",NoDate
