Ort,price,Provinz,Wert,Periode,Erhaltung,Katalog,url,title,date
Calw,60.0,Württemberg,10 Mrd,Hochinflation 1923,III-,1923_0714.a_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/81461/calw-oberamtssparkasse-10-mrd-26.10.23?c=367,"Calw, Oberamtssparkasse, 10 Mrd, 26.10.23",26.10.23
Calw,80.0,Württemberg,50 Mrd,Hochinflation 1923,II+,1923_0714.a_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/81463/calw-oberamtssparkasse-50-mrd-26.10.23?c=367,"Calw, Oberamtssparkasse, 50 Mrd, 26.10.23",26.10.23
Dornstetten,70.0,Württemberg,1 Bio,Hochinflation 1923,III,1923_1057_1Bio,https://www.gap-banknoten.de/detail/index/sArticle/131825/sCategory/367,"Dornstetten, Stadtgemeinde, 1 Bio, 27.10.23, o. Wz.",27.10.23
Dornstetten,80.0,Württemberg,200 Mrd,Hochinflation 1923,III,1923_1057_200Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88315/dornstetten-stadtgemeinde-200-mrd-27.10.23-o.-wz.?c=367,"Dornstetten, Stadtgemeinde, 200 Mrd, 27.10.23, o. Wz.",27.10.23
Dürren,45.0,Württemberg,1 Mio,Hochinflation 1923,III,1923_1149.a_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88317/duerren-vereinigte-kaesereien-1-mio-7.9.23?c=367,"Dürren, Vereinigte Käsereien, 1 Mio, 7.9.23",NoDate
Dürren,45.0,Württemberg,10 Mio,Hochinflation 1923,III+,1923_1149.b_10Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88318/duerren-vereinigte-kaesereien-10-mio-8.9.23?c=367,"Dürren, Vereinigte Käsereien, 10 Mio, 8.9.23",NoDate
Dürren,60.0,Württemberg,10 Mio,Hochinflation 1923,II,1923_1149.f_10Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/82299/duerren-vereinigte-kaesereien-10-mio-12.9.23?c=367,"Dürren, Vereinigte Käsereien, 10 Mio, 12.9.23",NoDate
Dürren,40.0,Württemberg,20 Mio,Hochinflation 1923,II,1923_1149.f_20Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/82300/duerren-vereinigte-kaesereien-20-mio-12.9.23?c=367,"Dürren, Vereinigte Käsereien, 20 Mio, 12.9.23",NoDate
Dürren,45.0,Württemberg,5 Mio,Hochinflation 1923,II,1923_1149.f_5Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/82301/duerren-vereinigte-kaesereien-5-mio-12.9.23?c=367,"Dürren, Vereinigte Käsereien, 5 Mio, 12.9.23",NoDate
Dürren,45.0,Württemberg,1 Mio,Hochinflation 1923,II,1923_1149.g_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88321/duerren-vereinigte-kaesereien-1-mio-13.9.23?c=367,"Dürren, Vereinigte Käsereien, 1 Mio, 13.9.23",NoDate
Dürren,40.0,Württemberg,20 Mio,Hochinflation 1923,III+,1923_1149.g_20Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88322/duerren-vereinigte-kaesereien-20-mio-13.9.23?c=367,"Dürren, Vereinigte Käsereien, 20 Mio, 13.9.23",NoDate
Dürren,45.0,Württemberg,5 Mio,Hochinflation 1923,II,1923_1149.g_5Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88323/duerren-vereinigte-kaesereien-5-mio-13.9.23?c=367,"Dürren, Vereinigte Käsereien, 5 Mio, 13.9.23",NoDate
Dürren,75.0,Württemberg,20 Mio,Hochinflation 1923,III,1923_1149.k_20Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88326/duerren-vereinigte-kaesereien-20-mio-20.9.23?c=367,"Dürren, Vereinigte Käsereien, 20 Mio, 20.9.23",NoDate
Dürren,40.0,Württemberg,5 Mio,Hochinflation 1923,III,1923_1149.k_5Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/82302/duerren-vereinigte-kaesereien-5-mio-20.9.23?c=367,"Dürren, Vereinigte Käsereien, 5 Mio, 20.9.23",NoDate
Dürren,45.0,Württemberg,20 Mio,Hochinflation 1923,II,1923_1149.m_20Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88328/duerren-vereinigte-kaesereien-20-mio-22.9.23?c=367,"Dürren, Vereinigte Käsereien, 20 Mio, 22.9.23",NoDate
Dürren,50.0,Württemberg,5 Mio,Hochinflation 1923,II,1923_1149.m_5Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/82304/duerren-vereinigte-kaesereien-5-mio-22.9.23?c=367,"Dürren, Vereinigte Käsereien, 5 Mio, 22.9.23",NoDate
Dürren,45.0,Württemberg,10 Mio,Hochinflation 1923,I-,1923_1149.o_10Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88329/duerren-vereinigte-kaesereien-10-mio-27.9.23?c=367,"Dürren, Vereinigte Käsereien, 10 Mio, 27.9.23",NoDate
Dürren,45.0,Württemberg,20 Mio,Hochinflation 1923,I-,1923_1149.p_20Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88330/duerren-vereinigte-kaesereien-20-mio-29.9.23?c=367,"Dürren, Vereinigte Käsereien, 20 Mio, 29.9.23",NoDate
Dürren,45.0,Württemberg,20Mio,Hochinflation 1923,II+,1923_1149.q_20Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88331/duerren-vereinigte-kaesereien-20mio-1.10.23?c=367,"Dürren, Vereinigte Käsereien, 20Mio, 1.10.23",NoDate
Dürren,45.0,Württemberg,20 Mio,Hochinflation 1923,I-,1923_1149.r_20Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88332/duerren-vereinigte-kaesereien-20-mio-2.10.23?c=367,"Dürren, Vereinigte Käsereien, 20 Mio, 2.10.23",NoDate
Dürren,45.0,Württemberg,5 Mio,Hochinflation 1923,II+,1923_1149.r_5Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88333/duerren-vereinigte-kaesereien-5-mio-2.10.23?c=367,"Dürren, Vereinigte Käsereien, 5 Mio, 2.10.23",NoDate
Erbach,50.0,Württemberg,1 Bio,Hochinflation 1923,I-,1923_1369.bb_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/98952/erbach-gemeinde-1-bio-20.11.23-st.-1-ohne-a.d.?c=367,"Erbach, Gemeinde, 1 Bio, 20.11.23; St. 1 ohne ""a.D.""",20.11.23
Erbach,50.0,Württemberg,1 Bio,Hochinflation 1923,I-,1923_1369.dd_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/98953/erbach-gemeinde-1-bio-22.11.23-st.-1-ohne-a.d.?c=367,"Erbach, Gemeinde, 1 Bio, 22.11.23; St. 1 ohne ""a.D.""",22.11.23
Erbach,40.0,Württemberg,1 Bio,Hochinflation 1923,II,1923_1369.dd_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/98954/erbach-gemeinde-1-bio-22.11.23-st.-1-ohne-a.d.?c=367,"Erbach, Gemeinde, 1 Bio, 22.11.23; St. 1 ohne ""a.D.""",22.11.23
Erbach,35.0,Württemberg,1 Bio,Hochinflation 1923,I-,1923_1369.y_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61257/erbach-gemeinde-1-bio-18.11.23?c=367,"Erbach, Gemeinde, 1 Bio, 18.11.23",18.11.23
Erbach,40.0,Württemberg,1 Bio,Hochinflation 1923,II,1923_1369.z_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/98955/erbach-gemeinde-1-bio-17.11.23-st.-2-ohne-a.d.?c=367,"Erbach, Gemeinde, 1 Bio, 17.11.23; St. 2 ohne ""a.D.""",17.11.23
Eßlingen,8.0,Württemberg,500 T,Hochinflation 1923,I-,1923_1441.a_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88335/esslingen-stadt-500-t-27.8.23?c=367,"Eßlingen, Stadt, 500 T, 27.8.23",NoDate
Eßlingen,30.0,Württemberg,2 Mrd,Hochinflation 1923,I,1923_1441.c_2Mrd,https://www.gap-banknoten.de/detail/index/sArticle/126554/sCategory/367,"Eßlingen, Stadt, 2 Mrd, oD, Üdr a. 50 Pf. v. 1917",NoDate
Eßlingen,25.0,Württemberg,1 Bio,Hochinflation 1923,III,1923_1441.g_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/103819/esslingen-stadt-1-bio-7.11.23-kn-4-4-mm?c=367,"Eßlingen, Stadt, 1 Bio, 7.11.23, KN 4,4 mm",NoDate
Feuerbach,30.0,Württemberg,20 Mrd,Hochinflation 1923,I,1923_1481.a_20Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88340/feuerbach-stadt-20-mrd-26.10.23?c=367,"Feuerbach, Stadt, 20 Mrd, 26.10.23",26.10.23
Feuerbach,25.0,Württemberg,2 Mrd,Hochinflation 1923,I-,1923_1481.a_2Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88341/feuerbach-stadt-2-mrd-26.10.23-d-1?c=367,"Feuerbach, Stadt, 2 Mrd, 26.10.23, D 1,",26.10.23
Feuerbach,35.0,Württemberg,50 Mrd,Hochinflation 1923,I,1923_1481.a_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88342/feuerbach-stadt-50-mrd-26.10.23?c=367,"Feuerbach, Stadt, 50 Mrd, 26.10.23",26.10.23
Feuerbach,25.0,Württemberg,5 Mrd,Hochinflation 1923,II+,1923_1481.a_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88343/feuerbach-stadt-5-mrd-26.10.23?c=367,"Feuerbach, Stadt, 5 Mrd, 26.10.23",26.10.23
Feuerbach,60.0,Württemberg,100 Mrd,Hochinflation 1923,I,1923_1481.b_100Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88344/feuerbach-stadt-100-mrd-1.11.23?c=367,"Feuerbach, Stadt, 100 Mrd, 1.11.23",NoDate
Feuerbach,60.0,Württemberg,20 Mrd,Hochinflation 1923,I,1923_1481.b_20Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88345/feuerbach-stadt-20-mrd-1.11.23?c=367,"Feuerbach, Stadt, 20 Mrd, 1.11.23",NoDate
Feuerbach,60.0,Württemberg,5 Mrd,Hochinflation 1923,I,1923_1481.b_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/88346/feuerbach-stadt-5-mrd-1.11.23?c=367,"Feuerbach, Stadt, 5 Mrd, 1.11.23",NoDate
